# CMS-HCC V28 ICD-10 -> HCC crosswalk, 2026 midyear/final model software — source: https://www.cms.gov/files/zip/2026-midyear-final-model-software-python.zip
# 8933 mappings. Columns: code, HCC, label, age/sex condition. Regenerate with scripts/build_reference.py
C49.21	HCC21	Lymphoma and Other Cancers	
C49.22	HCC21	Lymphoma and Other Cancers	
C49.3	HCC21	Lymphoma and Other Cancers	
C49.4	HCC23	Prostate, Breast, and Other Cancers and Tumors	
C49.5	HCC21	Lymphoma and Other Cancers	
C49.6	HCC21	Lymphoma and Other Cancers	
C49.8	HCC21	Lymphoma and Other Cancers	
C49.9	HCC21	Lymphoma and Other Cancers	
C49.A0	HCC23	Prostate, Breast, and Other Cancers and Tumors	
C49.A1	HCC23	Prostate, Breast, and Other Cancers and Tumors	
C49.A2	HCC23	Prostate, Breast, and Other Cancers and Tumors	
C49.A3	HCC23	Prostate, Breast, and Other Cancers and Tumors	
C49.A4	HCC23	Prostate, Breast, and Other Cancers and Tumors	
C49.A5	HCC23	Prostate, Breast, and Other Cancers and Tumors	
C49.A9	HCC23	Prostate, Breast, and Other Cancers and Tumors	
C4A.0	HCC21	Lymphoma and Other Cancers	
C4A.10	HCC21	Lymphoma and Other Cancers	
C4A.111	HCC21	Lymphoma and Other Cancers	
C4A.112	HCC21	Lymphoma and Other Cancers	
C4A.121	HCC21	Lymphoma and Other Cancers	
C4A.122	HCC21	Lymphoma and Other Cancers	
C4A.20	HCC21	Lymphoma and Other Cancers	
C4A.21	HCC21	Lymphoma and Other Cancers	
C4A.22	HCC21	Lymphoma and Other Cancers	
C4A.30	HCC21	Lymphoma and Other Cancers	
C4A.31	HCC21	Lymphoma and Other Cancers	
C4A.39	HCC21	Lymphoma and Other Cancers	
C4A.4	HCC21	Lymphoma and Other Cancers	
C4A.51	HCC21	Lymphoma and Other Cancers	
C4A.52	HCC21	Lymphoma and Other Cancers	
C4A.59	HCC21	Lymphoma and Other Cancers	
C4A.60	HCC21	Lymphoma and Other Cancers	
C4A.61	HCC21	Lymphoma and Other Cancers	
C4A.62	HCC21	Lymphoma and Other Cancers	
C4A.70	HCC21	Lymphoma and Other Cancers	
C4A.71	HCC21	Lymphoma and Other Cancers	
C4A.72	HCC21	Lymphoma and Other Cancers	
C4A.8	HCC21	Lymphoma and Other Cancers	
C4A.9	HCC21	Lymphoma and Other Cancers	
C50.011	HCC22	Bladder, Colorectal, and Other Cancers	age: age < 50
C50.011	HCC23	Prostate, Breast, and Other Cancers and Tumors	age: age >= 50
C50.012	HCC22	Bladder, Colorectal, and Other Cancers	age: age < 50
C50.012	HCC23	Prostate, Breast, and Other Cancers and Tumors	age: age >= 50
C50.019	HCC22	Bladder, Colorectal, and Other Cancers	age: age < 50
C50.019	HCC23	Prostate, Breast, and Other Cancers and Tumors	age: age >= 50
C50.021	HCC22	Bladder, Colorectal, and Other Cancers	age: age < 50
C50.021	HCC23	Prostate, Breast, and Other Cancers and Tumors	age: age >= 50
C50.022	HCC22	Bladder, Colorectal, and Other Cancers	age: age < 50
C50.022	HCC23	Prostate, Breast, and Other Cancers and Tumors	age: age >= 50
C50.029	HCC22	Bladder, Colorectal, and Other Cancers	age: age < 50
C50.029	HCC23	Prostate, Breast, and Other Cancers and Tumors	age: age >= 50
C50.111	HCC22	Bladder, Colorectal, and Other Cancers	age: age < 50
C50.111	HCC23	Prostate, Breast, and Other Cancers and Tumors	age: age >= 50
C50.112	HCC22	Bladder, Colorectal, and Other Cancers	age: age < 50
C50.112	HCC23	Prostate, Breast, and Other Cancers and Tumors	age: age >= 50
C50.119	HCC22	Bladder, Colorectal, and Other Cancers	age: age < 50
C50.119	HCC23	Prostate, Breast, and Other Cancers and Tumors	age: age >= 50
C50.121	HCC22	Bladder, Colorectal, and Other Cancers	age: age < 50
C50.121	HCC23	Prostate, Breast, and Other Cancers and Tumors	age: age >= 50
C50.122	HCC22	Bladder, Colorectal, and Other Cancers	age: age < 50
C50.122	HCC23	Prostate, Breast, and Other Cancers and Tumors	age: age >= 50
C50.129	HCC22	Bladder, Colorectal, and Other Cancers	age: age < 50
C50.129	HCC23	Prostate, Breast, and Other Cancers and Tumors	age: age >= 50
C50.211	HCC22	Bladder, Colorectal, and Other Cancers	age: age < 50
C50.211	HCC23	Prostate, Breast, and Other Cancers and Tumors	age: age >= 50
C50.212	HCC22	Bladder, Colorectal, and Other Cancers	age: age < 50
C50.212	HCC23	Prostate, Breast, and Other Cancers and Tumors	age: age >= 50
C50.219	HCC22	Bladder, Colorectal, and Other Cancers	age: age < 50
C50.219	HCC23	Prostate, Breast, and Other Cancers and Tumors	age: age >= 50
C50.221	HCC22	Bladder, Colorectal, and Other Cancers	age: age < 50
C50.221	HCC23	Prostate, Breast, and Other Cancers and Tumors	age: age >= 50
C50.222	HCC22	Bladder, Colorectal, and Other Cancers	age: age < 50
C50.222	HCC23	Prostate, Breast, and Other Cancers and Tumors	age: age >= 50
C50.229	HCC22	Bladder, Colorectal, and Other Cancers	age: age < 50
C50.229	HCC23	Prostate, Breast, and Other Cancers and Tumors	age: age >= 50
C50.311	HCC22	Bladder, Colorectal, and Other Cancers	age: age < 50
C50.311	HCC23	Prostate, Breast, and Other Cancers and Tumors	age: age >= 50
C50.312	HCC22	Bladder, Colorectal, and Other Cancers	age: age < 50
C50.312	HCC23	Prostate, Breast, and Other Cancers and Tumors	age: age >= 50
C50.319	HCC22	Bladder, Colorectal, and Other Cancers	age: age < 50
C50.319	HCC23	Prostate, Breast, and Other Cancers and Tumors	age: age >= 50
C50.321	HCC22	Bladder, Colorectal, and Other Cancers	age: age < 50
C50.321	HCC23	Prostate, Breast, and Other Cancers and Tumors	age: age >= 50
C50.322	HCC22	Bladder, Colorectal, and Other Cancers	age: age < 50
C50.322	HCC23	Prostate, Breast, and Other Cancers and Tumors	age: age >= 50
C50.329	HCC22	Bladder, Colorectal, and Other Cancers	age: age < 50
C50.329	HCC23	Prostate, Breast, and Other Cancers and Tumors	age: age >= 50
C50.411	HCC22	Bladder, Colorectal, and Other Cancers	age: age < 50
C50.411	HCC23	Prostate, Breast, and Other Cancers and Tumors	age: age >= 50
C50.412	HCC22	Bladder, Colorectal, and Other Cancers	age: age < 50
C50.412	HCC23	Prostate, Breast, and Other Cancers and Tumors	age: age >= 50
C50.419	HCC22	Bladder, Colorectal, and Other Cancers	age: age < 50
C50.419	HCC23	Prostate, Breast, and Other Cancers and Tumors	age: age >= 50
C50.421	HCC22	Bladder, Colorectal, and Other Cancers	age: age < 50
C50.421	HCC23	Prostate, Breast, and Other Cancers and Tumors	age: age >= 50
C50.422	HCC22	Bladder, Colorectal, and Other Cancers	age: age < 50
C50.422	HCC23	Prostate, Breast, and Other Cancers and Tumors	age: age >= 50
C50.429	HCC22	Bladder, Colorectal, and Other Cancers	age: age < 50
C50.429	HCC23	Prostate, Breast, and Other Cancers and Tumors	age: age >= 50
